#separator:Tab
#html:true
#tags column:3
#columns:Front	Back	Tags
"<span lang=""ja"" style=""font-size:32px"">ときには</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ときには</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">ときには</span></b><br>đôi khi, cũng có lúc</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. ときには＋V：đôi khi làm</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">ときには一人で旅行します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ときにはひとりでりょこうします。</div></details><div style=""font-size:17px;margin-top:4px"">Đôi khi tôi đi du lịch một mình.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">薦める</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">すすめる</span><span style=""opacity:.68"">TIẾN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">薦める</span></b><br>giới thiệu, đề cử, khuyên chọn</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 人にNを薦める：giới thiệu N cho ai</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">友人にこの本を薦めました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ゆうじんにこのほんをすすめました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi giới thiệu cuốn sách này cho bạn.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> 薦める: đề xuất lựa chọn; khác 進める “tiến hành”.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">世界自然遺産</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">せかいしぜんいさん</span><span style=""opacity:.68"">THẾ GIỚI TỰ NHIÊN DI SẢN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">世界自然遺産</span></b><br>di sản thiên nhiên thế giới</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 世界自然遺産に登録される：được ghi danh di sản thiên nhiên thế giới</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この島は世界自然遺産に登録されています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このしまはせかいしぜんいさんにとうろくされています。</div></details><div style=""font-size:17px;margin-top:4px"">Đảo này được ghi danh di sản thiên nhiên thế giới.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Ví dụ minh họa không chỉ một địa danh cụ thể.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">～発</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">～はつ</span><span style=""opacity:.68"">PHÁT</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Hậu tố] <span lang=""ja"">～発</span></b><br>xuất phát từ…; khởi hành lúc…</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. địa điểm＋発：khởi hành từ…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">東京発の列車に乗ります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">とうきょうはつのれっしゃにのります。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đi chuyến tàu xuất phát từ Tokyo.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. giờ＋発：khởi hành lúc…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">九時発のバスを予約しました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">くじはつのバスをよやくしました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đặt chuyến xe buýt khởi hành lúc chín giờ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">地元</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">じもと</span><span style=""opacity:.68"">ĐỊA NGUYÊN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">地元</span></b><br>địa phương nơi mình sống/xuất thân; vùng sở tại</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 地元の＋N：N địa phương</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">地元の人に道を聞きました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">じもとのひとにみちをききました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi hỏi đường người địa phương.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">豊かさ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ゆたかさ</span><span style=""opacity:.68"">PHONG</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">豊かさ</span></b><br>sự phong phú, giàu có</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nの豊かさ：sự phong phú của N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">自然の豊かさを感じました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">しぜんのゆたかさをかんじました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi cảm nhận sự phong phú của thiên nhiên.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Danh từ từ 豊か＋さ; giữ mặt trước đúng 豊かさ.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">見どころ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">みどころ</span><span style=""opacity:.68"">KIẾN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">見どころ</span></b><br>điểm đáng xem, nét hấp dẫn</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 見どころが多い：có nhiều điểm đáng xem</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この町は見どころが多いです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このまちはみどころがおおいです。</div></details><div style=""font-size:17px;margin-top:4px"">Thị trấn này có nhiều điểm đáng xem.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">杉</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">すぎ</span><span style=""opacity:.68"">SAM</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">杉</span></b><br>cây sugi, tuyết tùng Nhật Bản</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 杉の木：cây sugi</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">神社の近くに大きな杉の木があります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">じんじゃのちかくにおおきなすぎのきがあります。</div></details><div style=""font-size:17px;margin-top:4px"">Gần đền có cây sugi lớn.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Giữ tên sugi để không nhầm với thông/tùng nói chung.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">トレッキング</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">トレッキング</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">トレッキング</span></b><br>việc đi bộ khám phá núi</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">トレッキングする</span></b><br>đi bộ đường núi</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 山でトレッキングする：đi bộ khám phá núi</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">週末は山でトレッキングをします。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">しゅうまつはやまでトレッキングをします。</div></details><div style=""font-size:17px;margin-top:4px"">Cuối tuần tôi đi bộ đường núi.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">所要時間</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">しょようじかん</span><span style=""opacity:.68"">SỞ YẾU THỜI GIAN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">所要時間</span></b><br>thời gian cần để hoàn thành hành trình/công việc</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 所要時間は＋khoảng thời gian</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">駅までの所要時間は十分です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">えきまでのしょようじかんはじゅっぷんです。</div></details><div style=""font-size:17px;margin-top:4px"">Thời gian cần để đến ga là mười phút.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">歩行距離</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ほこうきょり</span><span style=""opacity:.68"">BỘ HÀNH CỰ LY</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">歩行距離</span></b><br>quãng đường đi bộ</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 歩行距離は＋độ dài</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">今日の歩行距離は五キロです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">きょうのほこうきょりはごキロです。</div></details><div style=""font-size:17px;margin-top:4px"">Quãng đường đi bộ hôm nay là năm ki-lô-mét.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">往復</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">おうふく</span><span style=""opacity:.68"">VÃNG PHỤC</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">往復</span></b><br>chuyến đi và về, khứ hồi</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">往復する</span></b><br>đi lại hai chiều</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. AとBを往復する：đi lại giữa A và B</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">毎日、家と会社を往復しています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">まいにち、いえとかいしゃをおうふくしています。</div></details><div style=""font-size:17px;margin-top:4px"">Mỗi ngày tôi đi lại giữa nhà và công ty.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 往復で＋giá/thời gian：cả đi lẫn về</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">往復で二時間かかります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">おうふくでにじかんかかります。</div></details><div style=""font-size:17px;margin-top:4px"">Cả đi lẫn về mất hai giờ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">樹齢</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">じゅれい</span><span style=""opacity:.68"">THỤ LINH</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">樹齢</span></b><br>tuổi của cây</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 樹齢＋số năm：cây … tuổi</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この杉は樹齢三百年です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このすぎはじゅれいさんびゃくねんです。</div></details><div style=""font-size:17px;margin-top:4px"">Cây sugi này ba trăm tuổi.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">神秘的</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">しんぴてき</span><span style=""opacity:.68"">THẦN BÍ ĐÍCH</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adj-na] <span lang=""ja"">神秘的（な）</span></b><br>thần bí, huyền bí</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 神秘的な＋N：N huyền bí</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">湖は神秘的な雰囲気でした。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">みずうみはしんぴてきなふんいきでした。</div></details><div style=""font-size:17px;margin-top:4px"">Hồ mang không khí huyền bí.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">姿</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">すがた</span><span style=""opacity:.68"">TƯ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">姿</span></b><br>dáng vẻ, hình dáng; hình ảnh người/vật</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 姿が見える：thấy bóng dáng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">遠くに友人の姿が見えました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">とおくにゆうじんのすがたがみえました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi nhìn thấy bóng bạn từ xa.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 姿を見せる：xuất hiện</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">彼はしばらく姿を見せませんでした。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かれはしばらくすがたをみせませんでした。</div></details><div style=""font-size:17px;margin-top:4px"">Anh ấy không xuất hiện một thời gian.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">言い表す</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">いいあらわす</span><span style=""opacity:.68"">NGÔN BIỂU</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">言い表す</span></b><br>diễn tả bằng lời</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nを言葉で言い表す：diễn tả N bằng lời</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この気持ちは言葉で言い表せません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このきもちはことばでいいあらわせません。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi không thể diễn tả cảm xúc này bằng lời.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
"<span lang=""ja"" style=""font-size:32px"">モデル</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">モデル</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">モデル</span></b><br>mẫu, hình mẫu; người mẫu</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nのモデルになる：làm hình mẫu cho N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この町は映画のモデルになりました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このまちはえいがのモデルになりました。</div></details><div style=""font-size:17px;margin-top:4px"">Thị trấn này đã làm hình mẫu cho bộ phim.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. モデルとして働く：làm người mẫu</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">姉はモデルとして働いています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">あねはモデルとしてはたらいています。</div></details><div style=""font-size:17px;margin-top:4px"">Chị tôi làm người mẫu.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 10 · trang 19<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_10 Nguon::Trang_19
