#separator:Tab
#html:true
#tags column:3
#columns:Front	Back	Tags
"<span lang=""ja"" style=""font-size:32px"">山林</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">さんりん</span><span style=""opacity:.68"">SƠN LÂM</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">山林</span></b><br>rừng núi; đất rừng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 山林を守る：bảo vệ rừng núi</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">山林を守る活動に参加します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">さんりんをまもるかつどうにさんかします。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi tham gia hoạt động bảo vệ rừng núi.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">～分の～</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">～ぶんの～</span><span style=""opacity:.68"">PHÂN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Cụm] <span lang=""ja"">～分の～</span></b><br>cách đọc phân số: mẫu số trước, tử số sau</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. A分のB＝B/A</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">学生の三分の二が電車で通っています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">がくせいのさんぶんのにがでんしゃでかよっています。</div></details><div style=""font-size:17px;margin-top:4px"">Hai phần ba sinh viên đi học bằng tàu điện.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">地形</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ちけい</span><span style=""opacity:.68"">ĐỊA HÌNH</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">地形</span></b><br>địa hình</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 地形を調べる：khảo sát địa hình</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">地図で地形を調べます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ちずでちけいをしらべます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi xem địa hình trên bản đồ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">温帯</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">おんたい</span><span style=""opacity:.68"">ÔN ĐỚI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">温帯</span></b><br>vùng ôn đới</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 温帯に属する：thuộc vùng ôn đới</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この地域は温帯に属しています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このちいきはおんたいにぞくしています。</div></details><div style=""font-size:17px;margin-top:4px"">Khu vực này thuộc vùng ôn đới.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">位置</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">いち</span><span style=""opacity:.68"">VỊ TRÍ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">位置</span></b><br>vị trí</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">位置する</span></b><br>nằm ở, tọa lạc</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. AはBに位置する：A nằm ở B</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">日本は東アジアに位置しています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">にほんはひがしアジアにいちしています。</div></details><div style=""font-size:17px;margin-top:4px"">Nhật Bản nằm ở Đông Á.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. Nの位置を確認する：kiểm tra vị trí N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">地図でホテルの位置を確認します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ちずでホテルのいちをかくにんします。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi kiểm tra vị trí khách sạn trên bản đồ.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>3. 位置を変える／位置が変わる：đổi vị trí/vị trí thay đổi</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">机の位置を変えました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">つくえのいちをかえました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đã đổi vị trí bàn.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>4. Bに位置するN：N nằm ở B, bổ nghĩa danh từ</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">海岸に位置する町を訪れました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かいがんにいちするまちをおとずれました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi ghé thăm thị trấn nằm ở ven biển.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>5. 位置にある：ở vị trí nào đó</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">駅は便利な位置にあります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">えきはべんりないちにあります。</div></details><div style=""font-size:17px;margin-top:4px"">Nhà ga ở vị trí thuận tiện.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>6. 位置に／へ移動する：di chuyển tới một vị trí</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">指定された位置に移動してください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">していされたいちにいどうしてください。</div></details><div style=""font-size:17px;margin-top:4px"">Hãy di chuyển đến vị trí được chỉ định.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>7. 重要な位置を占める：chiếm vị trí quan trọng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">観光はこの町の産業の中で重要な位置を占めています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かんこうはこのまちのさんぎょうのなかでじゅうようないちをしめています。</div></details><div style=""font-size:17px;margin-top:4px"">Du lịch giữ vị trí quan trọng trong các ngành kinh tế của thị trấn này.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> に位置する là mẫu của động từ. Trong 位置を確認する／位置が変わる／位置に移動する, trợ từ phụ thuộc động từ phía sau. は và が được chọn theo ngữ cảnh, không phải lúc nào cũng thay cho nhau được.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">蒸し暑い</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">むしあつい</span><span style=""opacity:.68"">CHƯNG THỬ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adj-i] <span lang=""ja"">蒸し暑い</span></b><br>oi bức, nóng và ẩm</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 蒸し暑い日：ngày oi bức</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">今日は蒸し暑いですね。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">きょうはむしあついですね。</div></details><div style=""font-size:17px;margin-top:4px"">Hôm nay oi bức nhỉ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">～側</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">～がわ</span><span style=""opacity:.68"">TRẮC</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Hậu tố] <span lang=""ja"">～側</span></b><br>phía, bên…</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. N側：phía N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">太平洋側では雨が多いです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">たいへいようがわではあめがおおいです。</div></details><div style=""font-size:17px;margin-top:4px"">Phía Thái Bình Dương có nhiều mưa.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">ペンション</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ペンション</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">ペンション</span></b><br>nhà nghỉ nhỏ kiểu phương Tây, thường do gia đình quản lý</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. ペンションに泊まる：ở nhà nghỉ</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">山の近くのペンションに泊まります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">やまのちかくのペンションにとまります。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi ở nhà nghỉ gần núi.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Không phải nhà ở cấp cho người lao động.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">割合</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">わりあい</span><span style=""opacity:.68"">CÁT HỢP</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">割合</span></b><br>tỷ lệ</div><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">割合</span></b><br>khá, tương đối</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nの割合が高い：tỷ lệ N cao</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この町は高齢者の割合が高いです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このまちはこうれいしゃのわりあいがたかいです。</div></details><div style=""font-size:17px;margin-top:4px"">Thị trấn này có tỷ lệ người cao tuổi cao.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 割合（に）＋tính từ：khá, tương đối</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この問題は割合に簡単です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このもんだいはわりあいにかんたんです。</div></details><div style=""font-size:17px;margin-top:4px"">Bài này tương đối dễ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">例年</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">れいねん</span><span style=""opacity:.68"">LỆ NIÊN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">例年</span></b><br>mọi năm; năm bình thường làm mốc so sánh</div><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">例年</span></b><br>mọi năm; năm bình thường làm mốc so sánh</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 例年より：so với mọi năm</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">今年は例年より暑いです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ことしはれいねんよりあついです。</div></details><div style=""font-size:17px;margin-top:4px"">Năm nay nóng hơn mọi năm.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">連なる</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">つらなる</span><span style=""opacity:.68"">LIÊN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">連なる</span></b><br>nối tiếp, trải thành dãy</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nが連なる：N nối thành dãy</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">高い山が連なっています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">たかいやまがつらなっています。</div></details><div style=""font-size:17px;margin-top:4px"">Những ngọn núi cao nối tiếp thành dãy.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">恵まれる</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">めぐまれる</span><span style=""opacity:.68"">HUỆ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">恵まれる</span></b><br>được hưởng điều kiện tốt, may mắn có</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nに恵まれる：may mắn có N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この町は自然に恵まれています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このまちはしぜんにめぐまれています。</div></details><div style=""font-size:17px;margin-top:4px"">Thị trấn này được thiên nhiên ưu đãi.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 天気に恵まれる：gặp thời tiết tốt</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">旅行中は天気に恵まれました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">りょこうちゅうはてんきにめぐまれました。</div></details><div style=""font-size:17px;margin-top:4px"">Trong chuyến đi, chúng tôi may mắn gặp thời tiết tốt.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">展望台</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">てんぼうだい</span><span style=""opacity:.68"">TRIỂN VỌNG ĐÀI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">展望台</span></b><br>đài quan sát, điểm ngắm toàn cảnh</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 展望台から見える：nhìn thấy từ đài quan sát</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">展望台から海が見えます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">てんぼうだいからうみがみえます。</div></details><div style=""font-size:17px;margin-top:4px"">Từ đài quan sát có thể thấy biển.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">美しい</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">うつくしい</span><span style=""opacity:.68"">MỸ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adj-i] <span lang=""ja"">美しい</span></b><br>đẹp, đẹp đẽ</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 美しい＋N：N đẹp</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">美しい景色を写真に撮りました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">うつくしいけしきをしゃしんにとりました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi chụp phong cảnh đẹp.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">平野</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">へいや</span><span style=""opacity:.68"">BÌNH DÃ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">平野</span></b><br>đồng bằng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 平野が広がる：đồng bằng trải rộng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">川の周りに平野が広がっています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かわのまわりにへいやがひろがっています。</div></details><div style=""font-size:17px;margin-top:4px"">Đồng bằng trải rộng quanh sông.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
"<span lang=""ja"" style=""font-size:32px"">庭</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">にわ</span><span style=""opacity:.68"">ĐÌNH</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">庭</span></b><br>vườn, sân vườn</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 庭に＋Nがある：trong vườn có N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">庭に大きな木があります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">にわにおおきなきがあります。</div></details><div style=""font-size:17px;margin-top:4px"">Trong vườn có cây lớn.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 6 · trang 11<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_06 Nguon::Trang_11
