#separator:Tab
#html:true
#tags column:3
#columns:Front	Back	Tags
"<span lang=""ja"" style=""font-size:32px"">タイミング</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">タイミング</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">タイミング</span></b><br>thời điểm thích hợp, lúc thực hiện</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. タイミングがいい／悪い：đúng lúc/không đúng lúc</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">タイミングがよければ、先生に聞きます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">タイミングがよければ、せんせいにききます。</div></details><div style=""font-size:17px;margin-top:4px"">Nếu đúng lúc thuận tiện, tôi sẽ hỏi thầy.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">話題</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">わだい</span><span style=""opacity:.68"">THOẠI ĐỀ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">話題</span></b><br>chủ đề trò chuyện; đề tài được chú ý</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 話題になる：trở thành chủ đề được bàn tán</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この映画は学校で話題になっています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このえいがはがっこうでわだいになっています。</div></details><div style=""font-size:17px;margin-top:4px"">Bộ phim này đang được bàn tán ở trường.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 話題を変える：đổi chủ đề</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">別の話題に変えましょう。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">べつのわだいにかえましょう。</div></details><div style=""font-size:17px;margin-top:4px"">Hãy chuyển sang chủ đề khác.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">分野</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ぶんや</span><span style=""opacity:.68"">PHÂN DÃ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">分野</span></b><br>lĩnh vực</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nの分野：lĩnh vực N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">医療の分野で働きたいです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">いりょうのぶんやではたらきたいです。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi muốn làm trong lĩnh vực y tế.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">より～</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">より～</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">より～</span></b><br>hơn, càng… hơn</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. より＋tính từ/trạng từ：… hơn</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">より自然な日本語を話したいです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">よりしぜんなにほんごをはなしたいです。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi muốn nói tiếng Nhật tự nhiên hơn.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Ở đây là より đứng trước tính từ/trạng từ; khác cấu trúc AよりB.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">判断</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">はんだん</span><span style=""opacity:.68"">PHÁN ĐOÁN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">判断</span></b><br>sự phán đoán, đánh giá</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">判断する</span></b><br>phán đoán, quyết định dựa trên thông tin</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nで判断する：đánh giá dựa vào N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">見た目だけで判断しないでください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">みためだけではんだんしないでください。</div></details><div style=""font-size:17px;margin-top:4px"">Đừng đánh giá chỉ dựa vào vẻ ngoài.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. ～と判断する：đánh giá rằng…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">今は安全だと判断しました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">いまはあんぜんだとはんだんしました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đánh giá rằng hiện tại an toàn.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">思い切って</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">おもいきって</span><span style=""opacity:.68"">TƯ THIẾT</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">思い切って</span></b><br>mạnh dạn, lấy hết can đảm, quyết tâm làm</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 思い切って＋V：mạnh dạn làm</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">思い切って先生に相談しました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">おもいきってせんせいにそうだんしました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi lấy hết can đảm trao đổi với thầy.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Không phải “nghĩ kỹ”.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">体験談</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">たいけんだん</span><span style=""opacity:.68"">THỂ NGHIỆM ĐÀM</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">体験談</span></b><br>câu chuyện về trải nghiệm thực tế</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 体験談を聞く：nghe kể trải nghiệm</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">先輩の留学体験談を聞きました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">せんぱいのりゅうがくたいけんだんをききました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi nghe tiền bối kể trải nghiệm du học.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">海岸</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">かいがん</span><span style=""opacity:.68"">HẢI NGẠN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">海岸</span></b><br>bờ biển</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 海岸を歩く：đi dọc bờ biển</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">夕方、海岸を歩きます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ゆうがた、かいがんをあるきます。</div></details><div style=""font-size:17px;margin-top:4px"">Buổi chiều tôi đi dọc bờ biển.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">年代</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ねんだい</span><span style=""opacity:.68"">NIÊN ĐẠI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">年代</span></b><br>thời kỳ; nhóm tuổi, thế hệ</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 年代が違う：khác thế hệ</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">年代が違っても仲良くなれます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ねんだいがちがってもなかよくなれます。</div></details><div style=""font-size:17px;margin-top:4px"">Dù khác thế hệ vẫn có thể trở nên thân thiết.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">～分け</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">～わけ</span><span style=""opacity:.68"">PHÂN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Hậu tố] <span lang=""ja"">～分け</span></b><br>sự chia, phân loại theo…</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. グループ分けをする：chia nhóm</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">授業でグループ分けをします。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">じゅぎょうでグループわけをします。</div></details><div style=""font-size:17px;margin-top:4px"">Trong giờ học, chúng tôi chia nhóm.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">年配</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ねんぱい</span><span style=""opacity:.68"">NIÊN PHỐI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">年配</span></b><br>người có tuổi, lớn tuổi</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 年配の人：người lớn tuổi</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">年配の人に席を譲りました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ねんぱいのひとにせきをゆずりました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi nhường ghế cho người lớn tuổi.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">要る</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">いる</span><span style=""opacity:.68"">YẾU</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">要る</span></b><br>cần</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nが要る：cần N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この手続きには印鑑が要ります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このてつづきにはいんかんがいります。</div></details><div style=""font-size:17px;margin-top:4px"">Thủ tục này cần con dấu.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Phân biệt 居る／いる: có mặt (người, động vật).</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">～以外</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">～いがい</span><span style=""opacity:.68"">DĨ NGOẠI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Cụm] <span lang=""ja"">～以外</span></b><br>ngoài…, trừ…</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. N以外は：ngoài N thì…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">日曜日以外は毎日働いています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">にちようびいがいはまいにちはたらいています。</div></details><div style=""font-size:17px;margin-top:4px"">Ngoài chủ nhật, tôi làm việc mỗi ngày.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. N以外にも：ngoài N còn…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">日本語以外にも英語を勉強しています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">にほんごいがいにもえいごをべんきょうしています。</div></details><div style=""font-size:17px;margin-top:4px"">Ngoài tiếng Nhật, tôi còn học tiếng Anh.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">景気</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">けいき</span><span style=""opacity:.68"">CẢNH KHÍ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">景気</span></b><br>tình hình kinh tế, tình hình làm ăn</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 景気がいい／悪い：kinh tế tốt/xấu</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">最近は景気がよくありません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">さいきんはけいきがよくありません。</div></details><div style=""font-size:17px;margin-top:4px"">Gần đây tình hình kinh tế không tốt.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">都心</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">としん</span><span style=""opacity:.68"">ĐÔ TÂM</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">都心</span></b><br>trung tâm đô thị lớn</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 都心に通う：đi vào trung tâm thường xuyên</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">毎日、都心の会社に通っています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">まいにち、としんのかいしゃにかよっています。</div></details><div style=""font-size:17px;margin-top:4px"">Hằng ngày tôi đi làm tại công ty ở trung tâm.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">ドレス</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ドレス</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">ドレス</span></b><br>váy đầm, lễ phục nữ</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. ドレスを着る：mặc đầm</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">結婚式で青いドレスを着ます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">けっこんしきであおいドレスをきます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi mặc đầm xanh trong lễ cưới.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">努力</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">どりょく</span><span style=""opacity:.68"">NỖ LỰC</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">努力</span></b><br>sự nỗ lực</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">努力する</span></b><br>nỗ lực</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. V辞書形＋ために努力する：nỗ lực để…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">試験に合格するために努力しています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">しけんにごうかくするためにどりょくしています。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đang nỗ lực để đỗ kỳ thi.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 努力を続ける：tiếp tục nỗ lực</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">毎日努力を続けます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">まいにちどりょくをつづけます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi tiếp tục nỗ lực mỗi ngày.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
