#separator:Tab
#html:true
#tags column:3
#columns:Front	Back	Tags
"<span lang=""ja"" style=""font-size:32px"">口々に</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">くちぐちに</span><span style=""opacity:.68"">KHẨU</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">口々に</span></b><br>mỗi người đều nói, người này người kia cùng nói</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 口々に言う：ai nấy đều nói</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">子どもたちは口々にお礼を言いました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">こどもたちはくちぐちにおれいをいいました。</div></details><div style=""font-size:17px;margin-top:4px"">Bọn trẻ ai nấy đều nói lời cảm ơn.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Không nhất thiết mang nghĩa “lộn xộn”.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">裸</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">はだか</span><span style=""opacity:.68"">LÕA</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">裸</span></b><br>trạng thái không mặc quần áo, trần truồng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 裸になる：cởi hết quần áo</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">温泉では裸になって入ります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">おんせんでははだかになってはいります。</div></details><div style=""font-size:17px;margin-top:4px"">Ở suối nước nóng, người ta cởi hết quần áo để vào tắm.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17
"<span lang=""ja"" style=""font-size:32px"">誤解</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ごかい</span><span style=""opacity:.68"">NGỘ GIẢI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">誤解</span></b><br>sự hiểu lầm</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">誤解する</span></b><br>hiểu lầm</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nを誤解する：hiểu lầm N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">私の言葉を誤解しないでください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">わたしのことばをごかいしないでください。</div></details><div style=""font-size:17px;margin-top:4px"">Đừng hiểu lầm lời tôi nói.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. ～と誤解する：hiểu lầm rằng…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">怒っていると誤解されました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">おこっているとごかいされました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi bị hiểu lầm là đang tức giận.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17
"<span lang=""ja"" style=""font-size:32px"">文章</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ぶんしょう</span><span style=""opacity:.68"">VĂN CHƯƠNG</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">文章</span></b><br>đoạn văn, bài văn, văn bản</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 文章を書く：viết văn bản</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">短い文章を書いてください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">みじかいぶんしょうをかいてください。</div></details><div style=""font-size:17px;margin-top:4px"">Hãy viết một đoạn văn ngắn.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> 文 có thể là một câu; 文章 thường là văn bản gồm câu/các câu.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">笑い出す</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">わらいだす</span><span style=""opacity:.68"">TIẾU XUẤT</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">笑い出す</span></b><br>bắt đầu bật cười</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 急に笑い出す：đột nhiên bật cười</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">彼は急に笑い出しました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かれはきゅうにわらいだしました。</div></details><div style=""font-size:17px;margin-top:4px"">Anh ấy đột nhiên bật cười.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17
"<span lang=""ja"" style=""font-size:32px"">訳</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">わけ</span><span style=""opacity:.68"">DỊCH</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">訳</span></b><br>lý do, nguyên do; lẽ, kết luận</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 訳を聞く：hỏi lý do</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">遅れた訳を聞きました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">おくれたわけをききました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi hỏi lý do đến muộn.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. ～わけではない：không hẳn/không phải là…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">日本語が全部分かるわけではありません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">にほんごがぜんぶわかるわけではありません。</div></details><div style=""font-size:17px;margin-top:4px"">Không phải tôi hiểu hết tiếng Nhật.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>3. ～わけがない：không có lý nào…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">一日で全部覚えられるわけがありません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">いちにちでぜんぶおぼえられるわけがありません。</div></details><div style=""font-size:17px;margin-top:4px"">Không thể nào nhớ hết chỉ trong một ngày.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>4. 普通形＋わけだ：thảo nào…, vậy là…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">十年も日本に住んでいたんですね。日本語が上手なわけです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">じゅうねんもにほんにすんでいたんですね。にほんごがじょうずなわけです。</div></details><div style=""font-size:17px;margin-top:4px"">Bạn đã sống ở Nhật tận mười năm nhỉ. Thảo nào tiếng Nhật giỏi.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Ở đây đọc わけ; わけ trong ngữ pháp thường viết kana. 訳（やく）là bản dịch, nghĩa khác. Với các mẫu わけ: Adj-na＋な; N＋の thường dùng trước わけ.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">早口言葉</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">はやくちことば</span><span style=""opacity:.68"">TẢO KHẨU NGÔN DIỆP</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">早口言葉</span></b><br>câu nói líu lưỡi để luyện phát âm nhanh</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 早口言葉を言う：đọc câu líu lưỡi</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">早口言葉を三回言ってください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">はやくちことばをさんかいいってください。</div></details><div style=""font-size:17px;margin-top:4px"">Hãy đọc câu líu lưỡi ba lần.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17
"<span lang=""ja"" style=""font-size:32px"">柿</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">かき</span><span style=""opacity:.68"">THỊ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">柿</span></b><br>quả hồng, cây hồng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 柿を食べる：ăn hồng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">秋に甘い柿を食べます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">あきにあまいかきをたべます。</div></details><div style=""font-size:17px;margin-top:4px"">Mùa thu tôi ăn hồng ngọt.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17
"<span lang=""ja"" style=""font-size:32px"">食う</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">くう</span><span style=""opacity:.68"">THỰC</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">食う</span></b><br>ăn (khẩu ngữ thô, suồng sã)</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nを食う：ăn N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">腹が減ったから、何か食おう。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">はらがへったから、なにかくおう。</div></details><div style=""font-size:17px;margin-top:4px"">Đói rồi, ăn gì đó thôi.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Dùng để nhận biết khi đọc/nghe; trong lời nói lịch sự dùng 食べる.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">パジャマ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">パジャマ</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">パジャマ</span></b><br>đồ ngủ, pyjama</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. パジャマに着替える：thay đồ ngủ</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">寝る前にパジャマに着替えます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ねるまえにパジャマにきがえます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi thay đồ ngủ trước khi đi ngủ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17
"<span lang=""ja"" style=""font-size:32px"">カエル</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">カエル</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">カエル</span></b><br>ếch</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. カエルが鳴く：ếch kêu</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">田んぼでカエルが鳴いています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">たんぼでカエルがないています。</div></details><div style=""font-size:17px;margin-top:4px"">Ếch đang kêu ngoài ruộng.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17
"<span lang=""ja"" style=""font-size:32px"">ぴょこぴょこ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ぴょこぴょこ</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">ぴょこぴょこ</span></b><br>nhấp nhô, nhảy những bước nhỏ liên tiếp</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. ぴょこぴょこ（と）跳ぶ：nhảy từng bước nhỏ</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">カエルがぴょこぴょこ跳んでいます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">カエルがぴょこぴょことんでいます。</div></details><div style=""font-size:17px;margin-top:4px"">Con ếch đang nhảy từng bước nhỏ.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Tả chuyển động, không phải tiếng ếch kêu.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">なぞなぞ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">なぞなぞ</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">なぞなぞ</span></b><br>câu đố, trò đố vui</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. なぞなぞを出す：ra câu đố</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">子どもになぞなぞを出しました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">こどもになぞなぞをだしました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi ra câu đố cho đứa trẻ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17
"<span lang=""ja"" style=""font-size:32px"">回文</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">かいぶん</span><span style=""opacity:.68"">HỒI VĂN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">回文</span></b><br>câu/chuỗi đọc xuôi và ngược giống nhau</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 回文を作る：tạo câu đọc xuôi ngược giống nhau</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">「たけやぶやけた」は回文です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">「たけやぶやけた」はかいぶんです。</div></details><div style=""font-size:17px;margin-top:4px"">“Takeyabu yaketa” là một câu đọc xuôi ngược giống nhau.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Đọc theo chuỗi kana; ví dụ có nghĩa “bụi tre đã cháy”.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">マウス</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">マウス</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">マウス</span></b><br>chuột máy tính</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. マウスを使う：dùng chuột máy tính</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">マウスを使って写真を選びます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">マウスをつかってしゃしんをえらびます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi dùng chuột chọn ảnh.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Trong ngữ cảnh máy tính; con chuột thường là ネズミ.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">崖</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">がけ</span><span style=""opacity:.68"">NHAI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">崖</span></b><br>vách đá dựng đứng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 崖から落ちる：rơi khỏi vách đá</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">崖から落ちないように気を付けてください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">がけからおちないようにきをつけてください。</div></details><div style=""font-size:17px;margin-top:4px"">Hãy cẩn thận để không rơi khỏi vách đá.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Không phải “ranh giới biển”.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">わ（けがしたわ）</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">わ（けがしたわ）</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Trợ từ] <span lang=""ja"">わ（けがしたわ）</span></b><br>trợ từ cuối câu thể hiện cảm xúc/nhấn nhẹ</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Câu＋わ：bộc lộ cảm xúc</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">転んで、けがしたわ。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ころんで、けがしたわ。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi ngã rồi bị thương mất rồi.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Sắc thái phụ thuộc ngữ điệu, vùng miền và người nói; không thay bằng trợ từ chủ đề は.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 9 · trang 17<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_09 Nguon::Trang_17 Co_luu_y
