#separator:Tab
#html:true
#tags column:3
#columns:Front	Back	Tags
"<span lang=""ja"" style=""font-size:32px"">さらす</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">さらす</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">さらす</span></b><br>để lộ, phơi ra; ngâm/phơi để tẩy trắng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 物を日にさらす：phơi vật ra nắng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">布を日にさらします。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ぬのをひにさらします。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi phơi vải ra nắng.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 人目にさらす：để lộ trước mắt người khác</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">大切な物を人目にさらしたくありません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">たいせつなものをひとめにさらしたくありません。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi không muốn để món đồ quý lộ ra trước mắt mọi người.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Bản từ vựng không có câu gốc để xác định chính xác nghĩa trong đoạn; hai nghĩa thông dụng được ghi riêng.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">当時</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">とうじ</span><span style=""opacity:.68"">ĐƯƠNG THỜI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">当時</span></b><br>lúc đó, thời ấy</div><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">当時</span></b><br>lúc đó, thời ấy</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 当時は：thời ấy thì…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">当時は携帯電話がありませんでした。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">とうじはけいたいでんわがありませんでした。</div></details><div style=""font-size:17px;margin-top:4px"">Thời ấy chưa có điện thoại di động.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">高価</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">こうか</span><span style=""opacity:.68"">CAO GIÁ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adj-na] <span lang=""ja"">高価（な）</span></b><br>đắt tiền, có giá trị cao</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 高価な＋N：N đắt tiền</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">高価な時計をもらいました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">こうかなとけいをもらいました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi được tặng một chiếc đồng hồ đắt tiền.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">表れ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">あらわれ</span><span style=""opacity:.68"">BIỂU</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">表れ</span></b><br>biểu hiện, dấu hiệu thể hiện</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nの表れ：biểu hiện của N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">これは感謝の気持ちの表れです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">これはかんしゃのきもちのあらわれです。</div></details><div style=""font-size:17px;margin-top:4px"">Đây là biểu hiện của lòng biết ơn.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Danh từ 表れ; không đổi mặt trước thành động từ 表れる.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">破る</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">やぶる</span><span style=""opacity:.68"">PHÁ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">破る</span></b><br>xé, làm rách; phá vỡ/không giữ</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 紙を破る：xé giấy</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">包装紙を破らないでください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ほうそうしをやぶらないでください。</div></details><div style=""font-size:17px;margin-top:4px"">Đừng làm rách giấy gói.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 約束を破る：thất hứa</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">約束を破ってはいけません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">やくそくをやぶってはいけません。</div></details><div style=""font-size:17px;margin-top:4px"">Không được thất hứa.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> 破る: làm rách; 破れる: bị rách.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">ブックカバー</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ブックカバー</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">ブックカバー</span></b><br>bìa bọc sách</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 本にブックカバーをかける：bọc bìa cho sách</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">本にブックカバーをかけます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ほんにブックカバーをかけます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi bọc bìa cho sách.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">あるいは</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">あるいは</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Liên từ] <span lang=""ja"">あるいは</span></b><br>hoặc, hoặc là</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. A、あるいはB：A hoặc B</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">電話、あるいはメールで連絡してください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">でんわ、あるいはメールでれんらくしてください。</div></details><div style=""font-size:17px;margin-top:4px"">Hãy liên hệ bằng điện thoại hoặc email.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">含める</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ふくめる</span><span style=""opacity:.68"">HÀM</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">含める</span></b><br>tính cả, đưa vào, bao gồm vào</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. AをBに含める：tính A vào B</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">送料を代金に含めます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">そうりょうをだいきんにふくめます。</div></details><div style=""font-size:17px;margin-top:4px"">Chúng tôi tính phí vận chuyển vào giá tiền.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. Nを含めて：kể cả N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">私を含めて五人です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">わたしをふくめてごにんです。</div></details><div style=""font-size:17px;margin-top:4px"">Kể cả tôi là năm người.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">ぐっと</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ぐっと</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">ぐっと</span></b><br>hơn hẳn; mạnh một cái, dồn sức</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. ぐっと＋tính từ dạng biến đổi：… hơn hẳn</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">リボンを付けると、ぐっときれいになります。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">リボンをつけると、ぐっときれいになります。</div></details><div style=""font-size:17px;margin-top:4px"">Thêm ruy băng vào thì đẹp hơn hẳn.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. ぐっと＋V：làm mạnh một cái</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">ひもをぐっと引きます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ひもをぐっとひきます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi kéo mạnh sợi dây.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">許可</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">きょか</span><span style=""opacity:.68"">HỨA KHẢ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">許可</span></b><br>sự cho phép</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">許可する</span></b><br>cho phép</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 人にNを許可する：cho phép ai làm N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">先生は学生に辞書の使用を許可しました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">せんせいはがくせいにじしょのしようをきょかしました。</div></details><div style=""font-size:17px;margin-top:4px"">Thầy cho phép sinh viên dùng từ điển.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 許可を得る：được cho phép</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">撮影の許可を得ました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">さつえいのきょかをえました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đã được phép chụp ảnh.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">～末</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">～まつ</span><span style=""opacity:.68"">MẠT</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Hậu tố] <span lang=""ja"">～末</span></b><br>cuối (tháng, năm…)</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. N末に：vào cuối N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">来月末に帰国します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">らいげつまつにきこくします。</div></details><div style=""font-size:17px;margin-top:4px"">Cuối tháng sau tôi về nước.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">全く</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">まったく</span><span style=""opacity:.68"">TOÀN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">全く</span></b><br>hoàn toàn; hoàn toàn không (với phủ định)</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 全く～ない：hoàn toàn không…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">説明が全く分かりません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">せつめいがまったくわかりません。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi hoàn toàn không hiểu phần giải thích.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 全く同じ／違う：hoàn toàn giống/khác</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">二つの答えは全く同じです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ふたつのこたえはまったくおなじです。</div></details><div style=""font-size:17px;margin-top:4px"">Hai câu trả lời hoàn toàn giống nhau.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">同僚</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">どうりょう</span><span style=""opacity:.68"">ĐỒNG LIÊU</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">同僚</span></b><br>đồng nghiệp</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 同僚と＋V：làm gì cùng đồng nghiệp</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">同僚と昼ご飯を食べます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">どうりょうとひるごはんをたべます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi ăn trưa với đồng nghiệp.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">かける（迷惑をかける）</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">かける（めいわくをかける）</span><span style=""opacity:.68"">MÊ HOẶC</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">かける（迷惑をかける）</span></b><br>gây ra, làm cho (ai phiền)</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 人に迷惑をかける：gây phiền cho ai</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">友達に迷惑をかけてしまいました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ともだちにめいわくをかけてしまいました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đã gây phiền cho bạn.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Khác ngữ cảnh buộc ruy băng; học nguyên cụm với に／を.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">回収</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">かいしゅう</span><span style=""opacity:.68"">HỒI THU</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">回収</span></b><br>việc thu gom, thu hồi</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">回収する</span></b><br>thu gom, thu hồi</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nを回収する：thu gom N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">毎週、古い新聞を回収します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">まいしゅう、ふるいしんぶんをかいしゅうします。</div></details><div style=""font-size:17px;margin-top:4px"">Hằng tuần người ta thu gom báo cũ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">置き場</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">おきば</span><span style=""opacity:.68"">TRÍ TRƯỜNG</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">置き場</span></b><br>chỗ để, nơi đặt đồ</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nの置き場：chỗ để N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">自転車の置き場はあちらです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">じてんしゃのおきばはあちらです。</div></details><div style=""font-size:17px;margin-top:4px"">Chỗ để xe đạp ở đằng kia.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">色違い</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">いろちがい</span><span style=""opacity:.68"">SẮC VI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">色違い</span></b><br>khác màu, phiên bản màu khác</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 色違いの＋N：N cùng kiểu khác màu</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この服の色違いはありますか。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このふくのいろちがいはありますか。</div></details><div style=""font-size:17px;margin-top:4px"">Mẫu áo này có màu khác không?</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
